,tweet_id,sentiment,author,content
21481,1694240050,love,samstephens,andrewhansen1 thank andrew it n't yet publ look forward
21482,1694240105,neutral,benzoenator,leg studies/law stud twit would lov coupl ref cas inolv bia jur jur nul etc
21483,1694240176,sadness,nicodemuss,school today gd dont get see mat n mills x
21484,1694240237,worry,orensol,grooveshark i 'm elev er rat ... streamkey found connect problem serv migr n't eas huh
21485,1694240281,happiness,myfolklover,steph_atticu thank
21486,1694240308,worry,Hargarmoopy,remind get amp tak pic bloom clemat wind storm tomorrow
21487,1694240395,neutral,TMagic83,vot goal 10 help win goal mon http //tinyurl.com/dlrcqk
21488,1694240409,sadness,LiesX,bj111 way 's inconven ...
21489,1694240439,happiness,ange9520,way hom school lol car tir
21490,1694240467,enthusiasm,sophiehandley,lewisk awww wel iff uu il see uu town xx
21491,1694240468,love,Brooklyn_H,gon na knit felt heart toy mum moth day 's gre reall lov any giv luv ya mumm
21492,1694240469,relief,skoolprincipal,don exam oh nerve-wrack exper pass though
21493,1694240470,relief,dogsounds,petabridg i humbl best go work paintb day soon fuel strip doubt
21494,1694240540,sadness,lpcustom31,nclusa sorr disappoint not big nasc fan i 'm stil all-around dec redneck
21495,1694240546,worry,edwardli,back work today i n't ev mind
21496,1694240608,love,sarahlee74,yah feel bet beaut day soph razz skateboard park 3 yr charl happ school
21497,1694240643,neutral,Smophs,maaaarit i 'm msn
21498,1694240665,relief,rowenarazak,fairuzran heheh hello good see twit
21499,1694240679,sadness,_Anj08_,tir friendst account
21500,1694240784,happiness,Banubee,*yaaaawwwwnnnn* thx bank holiday ... let 's see today prep us ...
21501,1694240800,neutral,fireartist,dpbrown old blu g4 slow cod nowaday i laptop i 've borrow work ++ let loung i brow
21502,1694240825,happiness,MariahHoneyLee,the best job world amp ye austral http //tinyurl.com/clxl4l
21503,1694240891,happiness,NicolaEJohnson,shop grandp din bf woop
21504,1694240895,happiness,RainyCityLove,new project go incr wel i 'm tir today i think get monday 's perm
21505,1694240900,neutral,ThatsTwit,mash thank tweetst i confirm i long suspect twit keep way lat ht.. http //twurl.nl/oaerf4
21506,1694254759,happiness,SimonGlinski,big shout hom girl know
21507,1694254872,love,arhi,da_bear lik
21508,1694254888,fun,guittaraxx,lexikitt hahah ye ye cour look jack nee alon tim d
21509,1694254895,empty,Laveeza,tag69 wouldnt
21510,1694255041,relief,_ksj_,markyboosh man weirdo on
21511,1694255081,happiness,sarahmartin1995,11 day til count ral 2 tak 3 14 took
21512,1694255268,worry,waywardtapper,feel consid bet 13 hour sleep stil right though ...
21513,1694255291,worry,swiffmusic,moni7d wel tak sex ass sleep foo weekend mam
21514,1694255346,surprise,JagesAnnan,japmap2009 oh i dub breesahol insomniac 2 *feel special* oh must ad third angel drink post
21515,1694255347,neutral,ayeshun_baby,lilith_92 yeah im okay lot hap anyon spec mom xx
21516,1694255378,neutral,jordanhowell,stonesimon ok dok you laterr
21517,1694255417,love,Brandfanatic,hello lov follow lov peac hou lolz we nee weath
21518,1694255431,fun,xxbubbles336xx,tommcfl hah good slightl geek funn x
21519,1694255489,neutral,agdymahoozle,if goe accord plan cse rfid guine pig bitchin ff ext play end week
21520,1694255571,worry,syamira723,engl p1 don ref countdown mak sad show tak nap ...
21521,1694255582,empty,electroshit,jessthemediocr ... liv studio sound import oh mildur tot bor mhhh ... whatev bye
21522,1694255591,neutral,StephanieMxx,bastetassh agr
21523,1694255606,neutral,Vickiedoherty,lie sof chil ... n't intend mov tim soon
21524,1694255721,neutral,wendyg,nm tweet postcard butless easil retriev arch email sav machin
21525,1694255751,neutral,martinlittle,thorney1 i forget edinburgh check edinburghac.org.uk
21526,1694255760,worry,katiesgreat,ayeashleigh good yeah fin thank dread histor tomorrow mood hyperact 20 year old lmao
21527,1694255765,neutral,superficialgirl,swisstw jip good on
21528,1694255797,fun,marielness,yogurt hom lad mon 's fon w song yoplait lookin forward hr w qiswalk tmorrow amp rehear gnight
21529,1694255800,happiness,cinnamonlips,excit sum ... stev winwood er clapton eagl dea met ahhh dead weath
21530,1694255873,love,Stu_D0gg,missj *kiss kiss* stu deez bed sweet dream ma'am heh xxoxo
21531,1694255921,neutral,stevie_nicole,appl frit lik perfect food ... n't think
21532,1694255941,sadness,mellowmasher,eg today ... sham look forward eg bacon sandwich
21533,1694255958,happiness,innerteapot,fin record improv second instru latest podcast happ nearl mix tim
21534,1694255974,neutral,dn2k,bank holiday today
21535,1694255988,surprise,0xRaex0,tri sav money ipod touch
21536,1694256031,happiness,porkoangel,_josh_thoma com sydney cool meet id lov meet 're favourit com
21537,1694256032,neutral,andrew_kemp,ano bank holiday off
21538,1694256157,love,NadiaFN,bill_archi hah 's ok. glad every 's good happ alway woohoo
21539,1694256188,enthusiasm,MetalVirgin,marcofl you 're welcom how much long 's col
21540,1694256221,neutral,Adam__Carter,anyon know mov googl chrome password firefox
21541,1694256275,relief,Seiryu6,back work audit away tim mak hard dec happ
21542,1694256294,neutral,allysont,elizabethla thi min collect star war figurin off allysont http //twitpic.com/4j29b 's
21543,1694256340,neutral,mrBlotto,next song ax ombr mai fï¿½ -ï¿½ largo ï¿½ hï¿½ndel
21544,1694256388,neutral,gregorzalaznik,back off a bit strang short holliday but mbp without dead px re-vamp 4gb ram monday bit nic
21545,1694256464,happiness,tiffanieee,houstatlantaveg soon lat nov. 18th night success last 2837 hour heavenn
21546,1694256527,love,kubbur,right justin.tv channel 10 week gf newborn www.justin.tv/kubbur 20
21547,1694256532,sadness,iwebkit,andypip i aquir ... it 's new oppertun sorr n't support mac i wo n't tel
21548,1694256595,happiness,juliannebritton,watch coralin last night it reall good the anim excel cre inspir
21549,1694256632,happiness,xXKatyXx,did n't get bit rab infest person last night yay gon na scar rachel quarantin tonight shal fun
21550,1694256691,neutral,NKOTBFanForLife,donniescupcak i tweet sometim tomorrow ano bus day goodnight hook chick lol
21551,1694256694,neutral,quelynnkoh,twit seat exam hal start 15min pray seat 299 mpsh1-a bless oh wisdom flow whe
21552,1694256711,fun,SeaSunSky,jackoolz anywh n't mind ... long 'm superm 's good mus ... sweet
21553,1694256723,happiness,daphne_uijen,now 've got 3 new frens-frm german mexico n frant havin din 2gather 2nite
21554,1694256749,neutral,IanRobinson,http //twitpic.com/4jalj morn world healthyl upd weight morn 82.1kg 12st 12lb go right direct
21555,1694256796,happiness,Yanuhh,deplurk buhby http //plurk.com/p/rp3ir
21556,1694256800,surprise,SmilinNursAnnie,whodean som plac bor uggggg
21557,1694256825,love,woahitsrie,ladyz wow.how sweet
21558,1694256861,happiness,LizzBiff86,hom disney ... best tim long tim ... howl moon tonight gba bhb tuesday oh drum boy niiight
21559,1694256890,worry,CameronSmith93,hav pract last 40 minut i n't think 40 minut suff 7-day wor ... mor lat
21560,1694256899,surprise,MissxMarisa,zanna85 bil tak fangtas hit shot anytim quot road 're go n't nee roads. quot lov part
21561,1694256944,happiness,marladotdotstar,// happ star war day everyon may 4th
21562,1694256950,neutral,m_ls,andav http //bit.ly/13f5m0 you alon disbeliev i quit happ evolv it beat altern posit
21563,1694256974,empty,nathanryder,cyrandorm ok just thought occ ...
21564,1694257072,neutral,cherylberyls,darrensoh yup stud at least i 'm tri tri let stuff i read ent brain perm
21565,1694257079,neutral,traceysok,monday good
21566,1694257220,neutral,dylanholliday,wel act went got driv lic would n't worr bu shit hah
21567,1694257239,love,kcessna,oh 's musicmonday how lov story/viva la vid mix http //tinyurl.com/dyvzsa
21568,1694257256,neutral,minteva,posty http //andshehopes.blogspot.com/2009/05/kewpie.html
21569,1694257259,enthusiasm,anneripcurl,tri help sav ear let 's plant tre
21570,1694257395,neutral,amourchaleur,if anyon dreamwid spar invit cod lie around could plea spar on prett plea
21571,1694257410,neutral,aswinkumar,mac40007001 're welcom
21572,1694257510,neutral,brettpringle,zekemurph webmail friend ...
21573,1694257514,neutral,Yanuhh,back lat http //plurk.com/p/rp3k7
21574,1694257625,love,MelAPerry,sarahamurdoch lov head heel on fav mov look stun last night
21575,1694257683,neutral,cvega88,gnight shar lt lt veg gt gt
21576,1694257706,neutral,orgutcayli,may the 4th be with you happ star war day
21577,1694257724,neutral,reema226,kunalshe get 8th subject remain pow gen op control amp distribut system autom
21578,1694257739,happiness,Falney,http //slingalink.com/evice1 daught kindergard
21579,1694257764,relief,Fashioncut,floyduk relax lik transl swed just got tak look next com
21580,1694257905,happiness,BBRRIITTTTYY,aussiemcflyf hop i know woo hah 2 tim excit lol
21581,1694257944,happiness,Hargarmoopy,amyatq13 borborigm i agr redesign q13 sit look gre comput amp phon
21582,1694257956,enthusiasm,menikw,ah_lex_ah hey alex heard right look forward cau mischief friday
21583,1694257979,neutral,allantaylor4,in bed 2 girl
21584,1694258078,neutral,Sillypea,harvstrofsorrow stil lik coldplay said on fav cd r on fav band
21585,1694258095,enthusiasm,Aligonzalez43,leesalil oh ok thank
21586,1694258207,neutral,Tracey_Mac,picalil her her xxx
21587,1694258286,neutral,dan_ashcroft,idiot tove_liden th*nk follow tov ddoodm idiot
21588,1694258339,happiness,hiway,deepaprabhu thank thank
21589,1694258386,neutral,smartestgames,someon unit stat lik elemin http //tinyurl.com/dhlq5t
21590,1694258451,neutral,taylorsword,want everyon know 's watch cyph ...
21591,1694258471,neutral,subwolf,show day
21592,1694258503,love,Flennifer,go sleep bab
21593,1694258553,love,Mahmoud_,do n't think twic cre blog cool stuff http //www.dontthinktwicecollective.blogspot.com/ karensab thank
21594,1694258562,fun,gepflores,brain gon na explod minut ful numb cliiimb -j 'm climb mt numb
21595,1694258575,surprise,m4sure,hav writ real look pap let not don on long tim sad reall
21596,1694258583,happiness,bigbluetaurus,new golf vi tsi 160hp fast
21597,1694258588,neutral,Digiqom,digiqom welcom new team memb compan today
21598,1694258604,fun,zoziekins,tommcfl you 're get new fan tim i n't on novemb
21599,1694258671,worry,thefore,mcflymademma littl louis numb 3 tri get numb on xx
21600,1694258745,neutral,idangazit,rachk taltalush ye i sec masculin
21601,1694258746,neutral,Krissette,go on last cig head bed night tweet
21602,1694258788,neutral,emmaketurah,may 4th
21603,1694258794,relief,CayCap,savii313 i twit lik a boss thank savvv
21604,1694272591,happiness,TeganRutherford,quot leav piec quot wreck ... hmm
21605,1694272608,neutral,lavenderk5,act i 've hol quit nic hour thi on tim i regret nev marr got cat
21606,1694272626,hate,cookiemonster82,lilico 'm good-mak list thing today.i week day i dont want chor thing
21607,1694272641,neutral,jmcollis,inkophil i weekend lik almost alway end quot on week quot
21608,1694272797,neutral,LadyParadis,rmold ye mayb today i writ
21609,1694272803,worry,cece_newnew,supastarc hahah soww hun what tho
21610,1694272813,neutral,snarkyboojum,shez wish babe.. 'd bal
21611,1694272881,neutral,akane_takamura,mak pledg 're
21612,1694272890,fun,alyne_,littletiar ah bet cut wear nu **at tim cn show min u cn show
21613,1694272983,worry,jcdavies04,tomfelton hop good flight
21614,1694273078,fun,wlwarriorsuzie,benfordham that not golf bugg lol 's austral zoo bugg the staff us get around giv certain patron lif
21615,1694273079,worry,aidapk,tiasparkl yeah i least tri hav good night amp visit chiro tmrw
21616,1694273094,happiness,leerraumimg,oh 's andremichel 's birthday happ birthday andr michel
21617,1694273111,neutral,Biljanaj,i 'm new twit amp i 'm tri work us program..
21618,1694273222,happiness,knitster,sunrisesist yeah quick and i 'm us 5mm add 's i bought sat mak ev smooth
21619,1694273257,relief,yehenara_xin,cherrylipstain hello nikk end exam 2 hour ago abt u
21620,1694273302,neutral,h_ayleyy,watch neighbo
21621,1694273318,neutral,mhisham,devinjay oh ref lil exchang lj regard twit arch post
21622,1694273355,neutral,heidiheartshugs,i prett good tim work talk shit on gymnast gil
21623,1694273415,neutral,Karoli,moanasav right
21624,1694273424,sadness,BTToronto,krisrey btw bot
21625,1694273442,neutral,sakbaboy,diil break leg n't real say p quot good luck quot
21626,1694273491,worry,ClareJohnson21,hop 's see best today
21627,1694273523,neutral,AlexTrup,elvishsiao you go www.twitpic.com log twit detail ad pic
21628,1694273542,happiness,manbeardpig,happ star war day may four
21629,1694273615,love,MichelleMunger,go bed beat snot hubb w/ tex hold em
21630,1694273646,fun,jbfeldis,dangriffey in frant last friday also com on work
21631,1694273723,love,vomitandcheese,my aunt from queensland is down to stay the night yay
21632,1694273788,happiness,trip_,heh stereog brooklynveg sta se malc prev vï¿½ivela v v erajï¿½nji dark night koncert no ob takem lineupu ...
21633,1694273821,relief,detoxcute,bank holiday bliss jerem kyl without ev both sky+
21634,1694273825,neutral,missdutchie,taryl sweet dream
21635,1694273900,neutral,twista202,act reall lik merlin last night part bit eh part chick sing lik who
21636,1694273903,neutral,shanajaca,tomfelton saf flight hom jad xx
21637,1694273940,happiness,karooze,imeldalaur 's woodchip amp 's gon na top weekend nic
21638,1694273981,happiness,LunarLife,bellothik the flow grow
21639,1694273994,neutral,nzstars,atomik job ... stil wait friend thank ask i nee littl ... http //blip.fm/~5jehr
21640,1694274021,happiness,cabbie,act gre start day hop continu get new am ov bed ev
21641,1694274236,worry,JagesAnnan,wel ... i hat leav ... i must sleep g'night y'all hop chat lat enjoy li l night owl
21642,1694274257,surprise,musicchild0,mak birthday song spec person
21643,1694274355,surprise,moaninjoan,officialtil wow ... sex
21644,1694274471,hate,gabvirtualworld,they unload leopard tank next off window hop i n't piss anyon
21645,1694274526,worry,laura_valerie,bellelumy so i could thing without liv expect
21646,1694274537,neutral,dorkussMALORKUS,nolax i follow u lol
21647,1694274680,love,BellaBeautii,ohh grandpas.. stable.. wo n't kno detail til tomorrow i visit ... keep fam ur prayers..thank ... goodnit
21648,1694274752,happiness,willisgirl,happ star war day ... may 4th be you
21649,1694274785,neutral,egstrup,andybradbur mostley yellow green
21650,1694274879,relief,johanlasses,nna rain prett nic i 150 met cobbl way
21651,1694274886,happiness,FoTizzle,go din bb
21652,1694274953,neutral,DJSaya,djcr hun ye ye
21653,1694274957,worry,LanceRomel,rain plea com
21654,1694275056,worry,paigeebaby,my dad tak school amp pick tomoz plu i dram almost day scor bludg day
21655,1694275070,happiness,SJB1990,tommcfl glad co u wouldnt los fan anyway get see guy saturday ev leicest bet good
21656,1694275102,worry,jaz_dino,plan surv financ statu quit job got ta find new job within 4 mon
21657,1694275145,neutral,Eye4Art,http //tinyurl.com/d6smh5 pain
21658,1694275155,happiness,naiara2128,wildchickendew muhahah 've join tweet cult ... lol hey btw twit good iphon ap us
21659,1694275205,worry,Rohwedder,angela_lyl okay und ist mit deinem auto
21660,1694275243,happiness,Liamlockett,eat chocol read break
21661,1694275311,love,dksays,tothetech welcom
21662,1694275314,happiness,SoulieBaby,mkasper22 thank
21663,1694275380,happiness,Coffee86,phillherold thank
21664,1694275382,surprise,jzagami,wonko42 staff room it interst see k12 fac ever kid laptop
21665,1694275406,happiness,courtneydyoll,yahoo volleyb hik eat fish ey wit sleep beach jump rock amp hang jurass park film
21666,1694275439,surprise,Javlin_Narez,carterronson it 's go 11 here.. i 'm overse u earl tho
21667,1694275467,fun,Cichutko,neilhimself look feedback you oft sery the crazy top bet
21668,1694275496,worry,sorcha69,comedyqueen dont mak plan mit go tho b both 2 get pj
21669,1694275507,relief,Billy3G,go sleep horton goodnight twitterv lt 3
21670,1694275599,happiness,AlexTrup,elvishsiao the websit i 'm develop http //woo.sh let also shar video docu map ev lat mus
21671,1694275612,love,jordanmaria,greatest friend entir world
21672,1694275615,worry,rociocartes,i feel lik m amp m mcflurri mmm ... but i wo n't get on coz i nee look good i go stat 7 week 2 go aaaaahhhh
21673,1694275631,happiness,ChanelRoxTheMic,robkardash hey fellow trojan..congrat gradu
21674,1694275651,happiness,boozylil,simonrim che count i go thank
21675,1694275735,happiness,miagoodall,coconutfriend shouldnt im happ enjoy co im thought lik see yay hav 20 follow woop
21676,1694275771,happiness,redpiano1,wheelchair fit today mal buzz amp hom depot quot homebound quot got real old goal tax yellow elect red
21677,1694275789,surprise,ShoeGal007,sarahjpin ha 're right ... i know 're right
21678,1694275816,neutral,TicTacToe_Rec,back hospit work ... lat studio tim
21679,1694275870,neutral,destinyhope92,edit some photoshoot niley
21680,1694275892,love,benwong,calilew just saw tv best job world good luck
21681,1694275953,happiness,chicagokarl,jav concur pract prob best jav book i 've ev bought ther 's recip interrupt block io op
21682,1694275987,love,msuursaar,the skimchamp tax serv best land
21683,1694276003,love,kylahortaleza,http //tinyurl.com/d3ul3u watch and ye margauxalcid 's lov
21684,1694276060,neutral,Chihiro_chan,her com sun com sun i say 's right
21685,1694276061,happiness,sugarpupz,uyaerdn thank
21686,1694276063,love,cythereajoy,nltonlin plea dont chang any sit i lov it.. alway lov ev if.. plea prett plea
21687,1694276070,happiness,nurseaubreezy,stud day fin car plan hungr hel im go tre burrito good day work
21688,1694276120,happiness,EmilieSamuelsen,linehar youuuu 're aaass aaass loooool
21689,1694276174,love,Skarlettt,hollabec yo hair my mat bal lt 3
21690,1694276189,neutral,nathanryder,http //xkcd.com/577/ today 's xkcd look forward dail upd week
21691,1694276328,love,georgie_carroll,writ email new host sist
21692,1694276390,neutral,kdelusignanx,gon na laz day today
21693,1694276467,sadness,brettjacobson,ca n't sleep happ fug keep compan
21694,1694276600,surprise,Rayban_Rockss,breck good morn x
21695,1694276620,worry,sitaowei,in regard knowledg i lik littl robot mov quot short circuit. quot i alway cri quot imput imput quot
21696,1694276679,neutral,erawat,poorprogram off
21697,1694276775,happiness,citrusandcandy,chocolatesuz ye ye espec win mushroom umm i lov mush
21698,1694291087,love,FashionGuru,spec ment new mean girl lemonsareso ... welcom amp 're alread follow her night
21699,1694291206,neutral,DamienCripps,perfect op everyon advert blog
21700,1694291243,happiness,lisa_almeida,mariaandro gun ros bab yay hopin would blip.fm
21701,1694291286,empty,lesley007,guybatt heh it nic
21702,1694291332,neutral,stupler,http //plurk.com/p/rp5np
21703,1694291339,surprise,Awadox,cinem tonight half pric monday
21704,1694291356,neutral,awaisnaseer,jadoon88 imhass roflmao funn web port =d
21705,1694291374,happiness,alyne_,bal wait
21706,1694291375,happiness,SheenaNastaja,eat tito 's hom mad ic cream yum
21707,1694291427,neutral,DannyGirlAlways,kasey79 i got
21708,1694291488,surprise,JillAlexandra,brittanya69 sex mam
21709,1694291523,neutral,Morrigoon,hung settl ti sleepytim
21710,1694291530,happiness,JordenDeBouve,robtsmi good morn wel rob gre day
21711,1694291598,happiness,Andiie_Lee,hum ... i ad mark hoppusday i 'm go throw hoppusday ... ... nic hoppusday peopl
21712,1694291611,neutral,jameswaters,2pm today quiz tim goat gam show play priz plu 'toss off tomm fre drink today 2 x
21713,1694291660,happiness,peterfletcher,mxyz_ i n't see could poss ano cho
21714,1694291679,worry,tsukpo,ljs777 part enough spac on driv properl defr nowh el put stuff yeah reassembl
21715,1694291729,neutral,Benoit_Dupont,emmanuelgaden mayb think spend christmass
21716,1694291740,happiness,skribe,breakfastnew et endoscop thorac sympathectom invalu surg proc
21717,1694291749,empty,gutzanu,hmmm new search bar twit
21718,1694291818,sadness,CourtneySit,mumm cook din i miss everybod el at i feel lt 3 'd
21719,1694291819,relief,truetechservice,handymantrain act sev upd dail i find interest inform keep post
21720,1694291827,love,musicishotsex,emilyalltimelow ye
21721,1694291851,neutral,Austin_Irl,sarahton tweet run
21722,1694291971,love,rogue,scruffybe welcom twit world friend
21723,1694292025,worry,PaulDuxbury,bevc i n't think talk much bank day quit respect
21724,1694292073,neutral,elorahh,dragonflly93 i 'm writ fanf
21725,1694292075,worry,vanessakesby,mak shel join twit i follow
21726,1694292126,neutral,tey_diorhomme,michael_phelp hello michael nic day
21727,1694292199,worry,Avas_Writer,i hop i 'm some right had influx review 1 year old fan fic tel lov styl writ hp
21728,1694292207,enthusiasm,MauiPixie,runsenorun frenchfry-corndog look del i want welcom back seattl
21729,1694292255,happiness,micasantiago,want welcom melizadeleon back plurk http //plurk.com/p/rp5po
21730,1694292258,neutral,VintageVerve,moniqueconhead say hi kimb
21731,1694292381,neutral,CyranDorman,nathanryd i ask
21732,1694292433,surprise,SOML,"melorailian welcom 10,000th follow 's lat ca tim stay meet"
21733,1694292458,love,Mashnessyfan,hypahdorkx3 yeah xd clos alread xd talk u any lov u gurrl x3
21734,1694292480,enthusiasm,DarrellRhoades,gre weekend ev though sit mov plent thing learn keep fai look fut
21735,1694292492,neutral,GinoandFran,jumpstart wotd jap qq ar comppetit overcompetit competit writ respon
21736,1694292505,neutral,solitarydancer,ctreit hmmm mayb 's meant they elud some brand new know med
21737,1694292597,hate,tttayylor,weirdest dream ev ca n't see ow credo brigh but hat guy
21738,1694292658,neutral,bobbyrozzell,i would apprec would i big tim kaul fan ya know
21739,1694292740,surprise,snoweider,rock pool ca n't believ i get paid
21740,1694292825,happiness,psychedelicgail,pack gym bag off gym bit squ i 'm happiest whem i 'm go
21741,1694292858,neutral,rumoko,windminstrel work
21742,1694292868,neutral,Melissaraad,melanc depend man itty-bitty-kitti want sit lap
21743,1694292886,worry,tonirox101,obvy get bor celebr sum and list mus eat pizz
21744,1694292932,fun,nanalipzz89,jongirl79 would awesom lol
21745,1694292955,relief,EllenDownunder,rove1974 if ment twit group follow i would grat
21746,1694293070,happiness,xbron,charley_bum lol *30 minut slow* sec fun tear old post put new on
21747,1694293076,neutral,Sarasewda,got period 'm pregn
21748,1694293088,happiness,grannypamnz,rowsel follow tomorrow sleep wel
21749,1694293161,happiness,zk,awesom luck
21750,1694293167,happiness,playerstation,welcom everyon playerstation.it liv twit www.playerstation.it
21751,1694293237,worry,marivico,scrub tonight 8.00pm woo
21752,1694293241,happiness,jordanhowell,pureelit thankss someon sent ano text morn say happ birthday numb i told last night lol
21753,1694293280,neutral,TeesBox,bungeespin caww sound good i hop 're right
21754,1694293293,worry,gretush,bettyt hey bettiy see stay tun video blog how obsess nee get thru exam imm watch
21755,1694293336,surprise,mbogle,geem yeah 's reall fascin pap n't credit goe metaweb20 discover
21756,1694293402,happiness,kellydmahaffey,cheergod2002 yeah i tel ha ha
21757,1694293443,happiness,MarenMileyFan,hom sweet hom lt 3 go see hannah montan the mov again today lt 3 ddd
21758,1694293492,relief,dda,nop thank god air ... it 's real appl compil cod ...
21759,1694293593,surprise,kenarmstrong1,ebe i hear ...
21760,1694293633,neutral,HSN1032,jennymalaial ... go person click green arrow *following* 'll see *remove*
21761,1694293657,surprise,Pooja4logs,vjkarthik r random thing mind churn..a chenna heat get i ass u b oft
21762,1694293768,happiness,karathiger,appledo mmmm i honey mustard chick w/ ric amp veg
21763,1694293816,fun,violetbakes,rachel al dat bar eas mak http //twitpic.com/4jas7
21764,1694293824,hate,BookAlertNL,via uhmm christoph moor quot you suck quot hmm tja.. suck
21765,1694293831,surprise,mchawk,fanboygeekstu that 's on reason thought quot should kid quot quot nah let 's get piano instead. quot you poor bug
21766,1694293888,happiness,commonsense4,jasonalb oh ye pain went littl bit laugh hard good nic
21767,1694293906,worry,CharlieTrinder,i n't real long sint i last 'tweet ... now i 'm i n't know say x
21768,1694293912,worry,zarazombie,zhayr who rad coff mak stay night
21769,1694293987,neutral,rockish_pop,im school right
21770,1694293998,relief,Nicolargh,do favo tel think
21771,1694293999,neutral,theblackpaws,jacs_will_rul n't tweet eat
21772,1694294011,worry,destinyhope92,teamcyru welcom
21773,1694294026,neutral,harshaddesai,happ star war day ... quot may 4th quot ... read http //tinyurl.com/axsujx
21774,1694294069,neutral,koipage,say somebod n e bod plea
21775,1694294073,happiness,dan_ajcfreak,monday blu not today
21776,1694294078,love,71cookiemonster,sarahamurdoch you look absolv beaut and eleg
21777,1694294096,neutral,lopezwilfred,wkjthd thank follow
21778,1694294100,happiness,denisewarfe,texasjackflash thnx 4 follow
21779,1694294140,happiness,leafiness,4_idiot hahah i n't work strip club know alright mist you don publ may dant today
21780,1694294189,sadness,silvertje,paulusveltm ja dez interess whi text mess limit 160 charact http //tr.im/kpgg
21781,1694294199,happiness,JODPOD,gre long-weekend far go run judo tonight then blu wat quot retail therap quot
21782,1694294202,happiness,KimberlyDyer,realladygag hey.just put there.. com townsvil next year..elton john cam '06 n lov gre
21783,1694294215,neutral,Liyonah,tott yeah 's also part jt ti dead gon pink 's sobr
21784,1694294234,surprise,aparakirti,lord_kartz i 've stud year and 5 year school ...
21785,1694294243,happiness,brrowniiee,learn play sweet child min guit yay
21786,1694294280,neutral,mshairi,quickest way get seat london bu cur pretend sneez ver loudl 3/4 tim
21787,1694294293,neutral,merejames,asphoto cool i n't real
21788,1694309605,love,theaidenash,fiercescout oh reall hop good on i tri get at that
21789,1694309666,worry,Jazzable,zingtoh who know mayb someday 'll com hom find ... *gasp* din fridg
21790,1694309672,neutral,SteveKubrick,nikkipilkington mr tweet i think
21791,1694309720,love,pikminlover,dr_aureol oh gosh cut
21792,1694309729,worry,BastetAsshur,stephaniemxx yeah i tri 2 chat wif it b hard find tweep onlin tim sometim
21793,1694309749,happiness,lopezwilfred,wkjthd you much welcom
21794,1694309780,happiness,SarahSaner,tracey1972 morn bab i plan overdo today lol hop rest amp put feet xxxx
21795,1694309845,fun,maxnmebeads,i 've list lot new bead ebay
21796,1694309871,happiness,swoop_hcm,lol simpson s20e19 quot first day new school lis fun bart do n't quot
21797,1694309873,fun,AnaShibaeva,go look refrig tast snack eat
21798,1694309983,neutral,dangerpowers,stud spit whatever.. wond unforget weekend dc
21799,1694310010,surprise,__danielle_x,marlyc wom follow
21800,1694310186,love,sorryokyes,lov vint book ... old book shop morn
21801,1694310189,worry,AlexTrup,elvishsiao hah gre ok n't eat man 'll feel sick
21802,1694310211,worry,dafaure,ano wat leak appart the good sid i get meet girl previou amp next flo
21803,1694310261,relief,monica_g,bought beer today
21804,1694310277,sadness,itaggs,mobileech look new sm send solv http //promotion.itagg.com get ï¿½6 fre sm ever itag
21805,1694310372,happiness,sharonw82,http //twitpic.com/4jaw9 's frog 's attack chelsey..lol funn
21806,1694310400,sadness,eisen,denv oh whoop bad
21807,1694310414,relief,divxdownloads,streamyx prett fin download hero smallvil also mov i 'll stil cal screwmyx though // cool http ...
21808,1694310453,worry,Crackerjack7,anitabreaksoon oh i 'm rol old http //blip.fm/~5jeu7
21809,1694310465,neutral,uhandbag,treefalldesign yep i know ca n't help get clos thing mak 's occup hazard benefit
21810,1694310525,happiness,cece_newnew,khriskhao aww precy lov hunn
21811,1694310533,love,syafiqaheddie,meganandl hey guy ask item u guy put ur tal show big fan whoo
21812,1694310562,worry,BlueEyedBecks,lalalaland ... lik song much anyhoo ... grr i cold thank good though sor throat gon
21813,1694310809,happiness,etutoria,bom dia good morn gut morg i return twit
21814,1694310857,neutral,Grooveboxita,plisdehjkt ide temp ap yang pal cocok jupit seru jug
21815,1694310898,neutral,staceyrebecca,giddygirl wel mak feel bet stay ev lat watch dail show raisinlik lay guilt
21816,1694310920,neutral,StatKAllDay,laylaym know lov stat-k
21817,1694310943,fun,kaala,back x-men origin wa surprisingl good
21818,1694310950,surprise,asheraw,producersint yep i act =d heh so.. hi kathy~
21819,1694310967,worry,capooti,ar eurodjangocon 150 fellow ca n't see girl
21820,1694311030,fun,TaneshaD,in dril serg 's voic everybod wak fuck up *flick everyon 's lights* 's 500 est ris shin beetch lol jk
21821,1694311090,neutral,KFC182,oo yay 39 follow i want 100 help me
21822,1694311125,happiness,jesusyouthdelhi,also twit follow us know latest
21823,1694311181,love,marienborg,yojib hah i nee get bet shap first.. i cageb thursday == dead sof whol ev
21824,1694311271,neutral,neonsplat,morn everon sing you tuck turn light kept saf sound night 8
21825,1694311277,happiness,gabvirtualworld,tom_howarth heheheh i keep sil
21826,1694311357,neutral,TalhaIzhar,munirusm ye i talk ...
21827,1694311367,love,karotaro,onl 5min til bab 's back work
21828,1694311371,sadness,synesthesie,when lif know n't ex anym
21829,1694311409,neutral,sabihkhan,muscat nop diff 5 omr c class anyon not flight numb wy 's flight lhr wy-911
21830,1694311458,neutral,Sahoonie,sarah_marie_711 two week fli
